
"fecha","canal","comuna","categoria","producto","marca","contenido_neto","unidad","precio","precio_promocion","requiere_membresia","disponible","certificacion_vegana","marca_propia","url_producto","evidencia_archivo","observaciones"
"","supermercado","","","","","","","","","","","","","","",""
